code	Konstanz.Archive.number	URL.number	Basis	Variants	Universal	Universal.short	Universal.shorter	Domain_general	Domain_if_part	Domain_then_part	formal.formula	harmony_status	Details.source	Details.source2	citation.scores	Size..review.of.original.	Bias.in.sample..review.of.original.	Bias.2	Bias.3	Sense..review.of.original.	Implementation..review.of.original.	Implementation..review.of.original..1	BT_EDGE_BF	brmsQ_Fixed_V3_Estimate	brmsQ_Fixed_V3_low_95_CI	brmsQ_Fixed_V3_upp_95_CI	brmsQ_Fixed_V3_SIG	uncon_Fixed_V3_Estimate	uncon_Fixed_V3_low_95_CI	uncon_Fixed_V3_upp_95_CI	uncon_Fixed_V3_SIG	FAM_Fixed_V3_Estimate	FAM_Fixed_V3_low_95_CI	FAM_Fixed_V3_upp_95_CI	FAM_Fixed_V3_SIG	median_BF	o95HDI_lower	o95HDI_higher	o95HDI_SIG	brms_spa_phy_median_Estimate	brms_spa_phy_median_l_95_CI	brms_spa_phy_median_u_95_CI	brms_support	supported
1546aKA	1546	1546	"unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990"	a	"In verb-initial languages, there is probably less agreement of adjectives with common nouns than in verb-final languages, especially case agreement."	V-final > more Adj-N agreement	V-final > more Adj-N agr	broad word order	word order	agreement	GB131:0 & GB132:0 & GB133:1 > GB170:1|GB184:1	NA	"unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 13"	"unpublished statements of KeenanÕs, reproduced in D. Payne 1990"	152	NA	NA	NA	NA	NA	"OK, we can""t implement ""more"" or ""less"" agreement, and Grambank doesn""t have information on case agreement for adjectives"	OK	-1.720613	-0.51933635	-1.67175964	0.5859838	NOT SIG	-0.6184241	-0.8287508	-0.4123605	SIG	-0.20378512	-1.40475681	0.9110224	NOT SIG	-4.4726615	-10.794248	7.269148	NOT SIG	-0.544790951	-1.660278125	0.502610788	no	NOT SIG
1546bKA	1546	1546	"unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990"	b	"In verb-initial languages, there is probably less agreement of adjectives with common nouns than in verb-final languages, especially case agreement."	V-initial > less Adj-N agreement	V-initial > less Adj-N agr	broad word order	word order	agreement	GB131:1 & GB132:0 & GB133:0 > GB170:0 & GB184:0	NA	"unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 13"	"unpublished statements of KeenanÕs, reproduced in D. Payne 1990"	152	NA	NA	NA	NA	NA	"OK, we can""t implement ""more"" or ""less"" agreement, and Grambank doesn""t have information on case agreement for adjectives"	OK	-15.005153	-0.05095447	-1.18085525	1.1284706	NOT SIG	0.236589	-0.06408077	0.5307148	NOT SIG	-0.31770123	-1.61323874	1.0336814	NOT SIG	-13.6632565	-19.403156	1.620821	NOT SIG	-0.159026545	-1.287611375	1.0139105	no	NOT SIG
1548aKA	1548	1548	"unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 13"	a	"In verb-initial languages, the existence of several articles (definite,  indefinite, specific, plural, proper noun) is much more common than in verb-final languages."	V-final > no several articles	V-final > no several Art	broad word order	word order	other	"GB131:0 & GB132:0 & GB133:1 > sum(GB020,GB021,GB172,GB186) <= 1"	NA	"unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 13"	"unpublished statements of KeenanÕs, reproduced in D. Payne 1990"	152	NA	NA	NA	NA	"similar to a hypothesis by Hawkins (2014) that isn""t included in the Universals Archive, but has subsequently been investigated by Schmidtke-Bode (2019)"	"OK, Grambank doens""t have information about all the different types of articles listed in the universal. The implementation might therefore be too weak."	OK	15.7842	0.32858941	-1.04243247	1.5938483	NOT SIG	0.7400088	0.5034404	0.9854006	SIG	0.11874072	-1.25632385	1.3962529	NOT SIG	4.665731	-6.68544	14.183716	NOT SIG	0.216163216	-1.171545625	1.590305125	no	NOT SIG
1548bKA	1548	1548	"unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 13"	b	"In verb-initial languages, the existence of several articles (definite,  indefinite, specific, plural, proper noun) is much more common than in verb-final languages."	V-initial > several articles	V-initial > several Art	broad word order	word order	other	"GB131:1 & GB132:0 & GB133:0 > sum(GB020,GB021,GB172,GB186) >= 2"	NA	"unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 13"	"unpublished statements of KeenanÕs, reproduced in D. Payne 1990"	152	NA	NA	NA	NA	NA	"OK, Grambank doens""t have information about all the different types of articles listed in the universal. The implementation might therefore be too weak."	OK	-6.518842	0.1295453	-1.13630564	1.383797	NOT SIG	0.8032915	0.5253944	1.077117	SIG	0.26187494	-0.99714307	1.4735589	NOT SIG	-8.143393	-12.377035	-0.83069	NOT SIG	0.136602564	-1.1229035	1.374709	no	NOT SIG
1549KA	1549	1549	"unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 13"	NA	With great regularity possessor NPs follow the head NP in verb-initial languages.	V-initial > N-Gen	V-initial > N-Gen	narrow word order	word order	word order	(GB131:1 & GB132:0 & GB133:0) > GB065:2	BDT Dryer 1992	"unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 14"	"unpublished statements of KeenanÕs, reproduced in D. Payne 1990"	152	NA	NA	NA	NA	NA	perfect	perfect	15.207356	1.1903378	-0.15000509	2.619554	NOT SIG	1.327629	1.049463	1.606985	SIG	1.91725685	0.07915374	3.8798463	SIG	17.616606	10.148642	28.003356	SIG	1.372620791	-0.009333207	2.846781875	no	NOT SIG
1550KA	1550	1550	"unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 13"	NA	In verb-initial languages the dominant order of relative clauses is always postnominal.	V-initial > N-Rel	V-initial > N-Rel	narrow word order	word order	word order	GB131:1 & GB132:0 & GB133:0 > GB327:1	BDT Dryer 1992	"unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 14"	"unpublished statements of KeenanÕs, reproduced in D. Payne 1990"	152	NA	NA	NA	NA	NA	perfect	perfect	-1.11999	2.50827029	0.46982164	4.8713336	SIG	2.482617	1.648717	3.51352	SIG	2.47963964	0.42250208	4.8307967	SIG	2.844225	-3.707545	9.007817	NOT SIG	2.61694465	0.667284638	4.894094	yes	NOT SIG
1559KA	1559	1559	"unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 15"	NA	"Verb-initial languages always have a passive voice and it is almost always marked in the verbal morphology (rather than by a serial verb construction as in Chinese, for example)."	V-initial > passive voice	V-initial > passive voice	broad word order	word order	other	GB131:1 & GB132:0 & GB133:0 > GB147:1	NA	"unpublished statements of KeenanÕs, reproduced in D. Payne 1990: 15"	"unpublished statements of KeenanÕs, reproduced in D. Payne 1990"	152	NA	NA	NA	NA	NA	perfect	perfect	1.108031	0.83293823	-0.14467714	1.8422964	NOT SIG	0.8004119	0.528242	1.079672	SIG	0.70695341	-0.55582407	1.9398213	NOT SIG	6.066531	-1.773112	18.047892	NOT SIG	0.810351136	-0.171871412	1.820368125	no	NOT SIG
1560KA	1560	1560	"unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 15"	NA	"With possibly greater than chance frequency, the verb in verb-initial languages either agrees with no NPs, or with two NPs (both subject and direct object, or sometimes subject and indirect object)."	V-initial > no verb agreement | agreement 2 NPs	V-ini > no verb agr | agr 2 NPs	broad word order	word order	agreement	GB131:1 & GB132:0 & GB133:0 > (GB092:0 & GB094:0 & GB091:0 & GB093:0 & GB089: & GB090: 0) | ((GB091:1 | GB092:1) & (GB093:1 | GB094:1 | GB103:1 ))	NA	"unpublished statements of KeenanÕs, reproduced in D. Payne 1990: 15"	"unpublished statements of KeenanÕs, reproduced in D. Payne 1990"	152	NA	NA	NA	NA	NA	"OK, Grambank doesn""t have information on different types of object, so we cannot capture that nuance in the universal"	OK	5.072028	0.1604342	-1.23298812	1.3520159	NOT SIG	0.2961053	0.000222341	0.5893927	SIG	-0.4868742	-2.50873189	1.3900922	NOT SIG	-15.7039245	-22.639731	-5.331276	NOT SIG	0.075086573	-1.252184125	1.289869	no	NOT SIG
1561KA	1561	1561	"unknown Source unpublished statements of KeenanÕs, reproduced in D. Payne 1990: 15"	NA	Verb-initial languages normally have no overt copula.	V-initial > no overt copula	V-initial > no overt copula	broad word order	word order	other	GB131:1 & GB132:0 & GB133:0 > GB117:0	NA	"unpublished statements of KeenanÕs, reproduced in D. Payne 1990: 15"	"unpublished statements of KeenanÕs, reproduced in D. Payne 1990"	152	NA	NA	NA	NA	NA	perfect	perfect	-2.752749	-0.5307862	-1.61395758	0.4975014	NOT SIG	-1.187738	-1.4787	-0.9014782	SIG	-0.3013587	-1.72185993	1.0017173	NOT SIG	-5.8608375	-11.586963	3.183613	NOT SIG	-0.628749611	-1.737430375	0.4435182	no	NOT SIG
1586KA	1586	1586	"languages mentioned in Nedjalkov & SilÕnickij 1969, Nedjalkov & SilÕnickij 1973 Source Nedjalkov & SilÕnickij 1969: 30, Nedjalkov & SilÕnickij 1973: 12"	n	"An opposition of ""alienable"" and ""inalienable"" possession is almost inevitable in languages where possession is regularly head-marked. The alienable-inalienable opposition is almost never signaled by dependent-marked morphology."	poss head-marked > opp alien-inalien poss	Poss head-m > alien-ina opp	other	other	other	GB431|GB433:1 > GB059:1	NA	"Nichols 1988: 576, Nichols 1992: 119"	Nichols 1992	2082	174	Not significantly: global sample intended to be balanced for genealogy and geography	no bias	no bias	NA	perfect	perfect	16.916692	1.1938127	0.30706654	1.9499373	SIG	1.4599446	1.2364438	1.686248	SIG	1.0707354	0.34932695	1.7956842	SIG	16.2197805	10.019465	27.388972	SIG	1.195325222	0.281492525	1.9641935	yes	SIG
1589KA	1589	1589	"32 V-final languages from a 71-language sample (GRAMCATS database) in Bybee, Pagliuca, & Perkins 1990 (from website); Source: Bybee, Pagliuca, & Perkins 1990: 30; Counterexamples: V-final languages which are not predominantly suffixing: Worora (Wororan, Australian), Abkhaz (North Caucasian), Lahu (Burmese-Lolo, Tibeto-Burman), Haka (Baric, Tibeto-Burman), Nung (Nungish, Tibeto-Burman), Yessan-Mayo (Sepik-Ramu, Papuan), Mano (Mande, Niger-Congo), Slave (Athabaskan). Slave appears to be the only genuine exception in having entirely prefixed morphology _ which includes person/number, tense, aspect and mood _ and at the same time V-final word order (Bybee, Pagliuca, & Perkins 1990: 8, 11);TŸmpisa Shoshone [=Panamint] (Uto-Aztecan): OV & prefixes (Mithun 1999, cf. #892)."	NA	Verb-final languages exhibit a very strong postposing tendency which leads to their preponderance of suffixes.	V-final > postposing & suffixes	V-final > postp & suff	broad word order	word order	other	GB131:0 & GB132:0 & GB133:1 > GB080:1 & sum(GB089|GB091|GB093|GB432|GB433) > 0	NA	"Bybee, Pagliuca, & Perkins 1990: 30"	Bybee Pagliuca & Perkins 1990	199	71	quite diverse	no bias	no bias	NA	"OK, could probably have been implemented better if Grambank had more information on different categories that might be marked with suffixes on verbs"	OK	-6.028296	-0.3427823	-1.87609757	1.0423042	NOT SIG	0.8680562	0.6416232	1.0951795	SIG	-0.1266095	-1.74394746	1.3466263	NOT SIG	-9.539568	-16.166129	6.138625	NOT SIG	-0.279660158	-1.81810825	1.065050625	no	NOT SIG
1591KA	1591	1591	"every language family and language isolate attested for North America (excluding only those six: Alsea, Beothuk, Cayuse, Kalapuyan, Molala, Yanan), also North Eurasian language families and several Australian languages Source Nichols 1988: 578"	NA	Clear cases of internal relative clauses are present only in languages whose basic word order is SOV.	internal relative clause > SOV	int Rel > SOV	broad word order	other	word order	GB329:1 > GB131:0 & GB132:0 & GB133:1	NA	Keenan 1985b: 163	Keenan 1985b	813	4	skewed toward North American languages	NA	NA	NA	perfect	perfect	15.682908	1.2521986	0.15685438	2.293032	SIG	1.433766	1.092188	1.792953	SIG	0.9604483	-0.1956934	2.0622981	NOT SIG	22.0158025	9.656843	29.110189	NOT SIG	1.337067993	0.23185135	2.379709625	yes	NOT SIG
1592KA	1592	1592	"Japanese (Japanese-Ryukyuan), English (Indo-European), Warrungu, Djaru (both Pama-Nyungan) Source Tsunoda 1995: 576"	NA	The restriction of internally headed relative clauses to OV languages implies that these relative clauses are found in languages having left-branching rather than (in addition to) right-branching NP structure.	internal relative clause > left-branching NP structure	int Rel > left-branching NP	broad word order	other	other	GB329:1 > GB065:2	NA	Cole 1987: 282	Cole 1987	296	5	Quechua only	exclusively samples one family or area	exclusively samples one family or area	NA	"OK, the implementation of ""left-branching NP structure"" taking only N-Gen order is perhaps too restricted"	OK	5.675122	0.78106526	0.02201423	1.5720425	SIG	1.095409	0.7651594	1.436046	SIG	0.91497687	-0.11182945	1.9962311	NOT SIG	7.68893	0.022969	16.287188	NOT SIG	0.860819441	0.090198719	1.714435875	yes	NOT SIG
1593KA	1593	1593	"32 V-final languages from a 71-language sample (GRAMCATS database) in Bybee, Pagliuca, & Perkins 1990 Source Bybee, Pagliuca, & Perkins 1990: 30"	NA	"Internally headed relative clauses occur only in languages manifesting null anaphora (that is, the use of null NPs in place of lexical pronouns etc. in most argument positions)."	internal relative clause > null anaphora	int Rel > null anaphora	other	other	other	GB329:1 > GB522:1	NA	Cole 1987: 282	Cole 1987	296	5	Quechua only	exclusively samples one family or area	exclusively samples one family or area	NA	perfect	perfect	-3.407616	0.4956429	-0.28506669	1.4240757	NOT SIG	0.5568242	0.1004294	1.049585	SIG	0.54219162	-0.36201915	1.5967675	NOT SIG	-1.5782905	-5.558093	3.34173	NOT SIG	0.477413946	-0.328440687	1.46646975	no	NOT SIG
1610KA	1610	1610	languages mentioned in Schourup 1972. (he discussed thirteen cases of long-distance spreading in order to propose that hierachy) Source Schourup 1972: 530-532	NA	"In languages with verb agreement, patient verb agreement appears more frequently in verb-peripheral languages [i.e. verb-initial and verb-final languages] than in verb-medial languages."	verb-patient agreement > V-initial | V-final	patient agr > V-initial|V-final	broad word order	agreement	word order	GB093:1 | GB094:1 > (GB131:1 | GB133:1) & GB132:0	NA	Foster & Hofling 1987: 479	Foster & Hofling 1987	20	30	quite diverse with slight bias to Indo-European	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	-10.105419	0.4392358	-0.72910214	1.5449839	NOT SIG	0.01937651	-0.1617934	0.1966752	NOT SIG	0.47621225	-0.7742103	1.6556868	NOT SIG	-8.1645235	-17.081922	7.019021	NOT SIG	0.446700555	-0.700869462	1.583649	no	NOT SIG
1611KA	1611	1611	"Bulgarian (Slavonic), Germanic, Romance languages, Greek (all IE), B_t_ (Kru, Niger-Congo), Indonesian (W. Malayo-Polynesian, Austronesian), Korean (Altaic), Mandarin (Sinitic, Sino-Tibetan), Mangarayi (Gunwingguan, Australian), Mayan languages (esp. Yucatec), Tamil (Dravidian), Vietnamese (Mon-Khmer, Austro-Asiatic) Source C. Lehmann 1992: 316"	NA	"All languages with verb-patient agreement, regardless of type, also have verb agreement with the agent as well."	verb-patient agreement > verb-agent agreement	P agr verb > A agr verb	hierarchy	agreement	agreement	GB094:1 | GB093:1 > GB092:1 | GB091:1	NA	Foster & Hofling 1987: 480	Foster & Hofling 1987	20	30	quite diverse with slight bias to Indo-European	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	121.032744	3.73335384	2.21257703	5.2685384	SIG	2.224307	2.001312	2.444761	SIG	3.44649873	1.7789361	5.138639	SIG	120.0383355	107.208255	134.034025	SIG	3.801231229	2.3086255	5.36070625	yes	SIG
1612aKA	1612	1612	"from the website: 11 SOV languages: Kiowa (Kiowa-Tanoan), Burmese (Tibeto-Burman), Quechua (Andean), Hindi (Indic, IE), Diyari (Karnic, Pama-Nyungan), Pengo  (Dravidian), Kanuri (Nilo-Saharan), Basque (isolate), Turkish (Turkic), Japanese (Japanese-Ryukyuan), Mende (Mande, Niger-Congo); Foster & Hofling 1987: 481"	a	"In SOV languages, when the expected order of Modifier-Noun does not occur,  agreement [between noun and modifier] tends to appear."	SOV & N-Art > N-Art agr	SOV & N-Art > N-Art agr	broad word order	word order	agreement	GB131:0 & GB132:0 & GB133:1 & GB022:0 & GB023:1 > GB172:1 | GB186:1	NA	Foster & Hofling 1987: 481	Foster & Hofling 1987	20	30	quite diverse with slight bias to Indo-European	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	-0.971239	0.80583313	-0.94943344	2.2189946	NOT SIG	1.006413	0.1246572	1.864069	SIG	-0.25216286	-3.31939059	1.8750725	NOT SIG	-1.96212	-4.593941	0.501857	NOT SIG	0.819279851	-0.901223762	2.139850875	no	NOT SIG
